customer_id,avg_monthly_balance,avg_monthly_inflow,avg_monthly_outflow,num_bounced_payments_last_year,num_active_credit_lines
CUST100126,123800.0,18600.0,32400.0,1,1
CUST100127,19800.0,14400.0,22800.0,0,1
CUST100128,80800.0,7700.0,55800.0,1,4
CUST100129,13900.0,59900.0,37400.0,0,2
CUST100130,12200.0,19500.0,42500.0,1,3
CUST100131,130000.0,40000.0,28000.0,0,4
CUST100132,9100.0,33800.0,9800.0,0,0
CUST100133,75700.0,26700.0,8700.0,0,1
CUST100134,1800.0,57200.0,5700.0,1,5
CUST100135,48400.0,27700.0,59300.0,1,4
CUST100136,8000.0,24700.0,22400.0,0,1
CUST100137,7200.0,15300.0,53500.0,0,4
CUST100138,11100.0,63000.0,20300.0,0,0
CUST100139,9100.0,54900.0,15400.0,0,1
CUST100140,25900.0,33800.0,27600.0,0,1
CUST100141,20600.0,4100.0,5600.0,0,2
CUST100142,3700.0,39100.0,19700.0,2,4
CUST100143,38500.0,20700.0,65800.0,1,1
CUST100144,39600.0,11300.0,33200.0,0,0
CUST100145,8200.0,29700.0,28800.0,0,0
CUST100146,7700.0,72400.0,48000.0,0,0
CUST100147,3200.0,35100.0,39200.0,0,1
CUST100148,27200.0,30700.0,26800.0,1,1
CUST100149,15300.0,7300.0,40800.0,0,0
CUST100150,6500.0,34500.0,8000.0,1,1
CUST100151,7600.0,55800.0,25100.0,0,1
CUST100152,15400.0,23200.0,20100.0,0,2
CUST100153,6900.0,45500.0,48800.0,2,2
CUST100154,6600.0,20100.0,13500.0,1,2
CUST100155,23500.0,28600.0,18200.0,1,2
CUST100156,48000.0,38800.0,31200.0,0,2
CUST100157,5100.0,43200.0,15000.0,1,3
CUST100158,12900.0,48200.0,36500.0,0,1
CUST100159,16900.0,25300.0,39500.0,0,3
CUST100160,14300.0,22200.0,20500.0,0,0
CUST100161,14000.0,87000.0,15300.0,0,0
CUST100162,5200.0,29800.0,19600.0,1,1
CUST100163,8900.0,36900.0,51200.0,0,2
CUST100164,72600.0,33500.0,15600.0,2,0
CUST100165,15200.0,18500.0,82500.0,0,2
CUST100166,18600.0,34700.0,37000.0,0,2
CUST100167,6800.0,10500.0,32400.0,0,0
CUST100168,21900.0,84300.0,12900.0,2,2
CUST100169,16400.0,152700.0,44000.0,1,2
CUST100170,4400.0,30400.0,14500.0,0,2
CUST100171,27200.0,12400.0,24700.0,1,0
CUST100172,8100.0,41300.0,36700.0,1,2
CUST100173,26900.0,10500.0,31000.0,1,1
CUST100174,4100.0,25800.0,14400.0,1,4
CUST100175,8000.0,14400.0,16100.0,0,0
CUST100176,10000.0,41500.0,23500.0,0,0
CUST100177,11200.0,58300.0,11300.0,2,0
CUST100178,11100.0,24800.0,147600.0,1,1
CUST100179,15400.0,30800.0,12500.0,0,1
CUST100180,21700.0,29800.0,14200.0,0,2
CUST100181,5700.0,10400.0,14100.0,1,1
CUST100182,8000.0,72000.0,17700.0,0,2
CUST100183,22100.0,15100.0,49300.0,0,2
CUST100184,21100.0,24900.0,5800.0,0,2
CUST100185,5300.0,44500.0,22600.0,0,1
CUST100186,2500.0,17600.0,24600.0,0,1
CUST100187,109700.0,41100.0,39200.0,1,1
CUST100188,6500.0,47700.0,17700.0,0,0
CUST100189,2100.0,10600.0,59700.0,0,1
CUST100190,30700.0,26900.0,31200.0,1,1
CUST100191,5200.0,12000.0,15100.0,0,1
CUST100192,18400.0,91100.0,33700.0,0,0
CUST100193,75400.0,30700.0,30000.0,1,2
CUST100194,12700.0,54700.0,32400.0,1,1
CUST100195,12300.0,42100.0,31900.0,1,0
CUST100196,3000.0,25900.0,34400.0,1,1
CUST100197,34200.0,85800.0,12300.0,1,2
CUST100198,15400.0,17000.0,25400.0,0,1
CUST100199,4800.0,14100.0,23600.0,0,2
CUST100200,7400.0,13400.0,32200.0,1,1
CUST100201,10200.0,72900.0,17700.0,0,0
CUST100202,12300.0,28000.0,19600.0,1,2
CUST100203,34800.0,40600.0,16700.0,0,0
CUST100204,42800.0,37300.0,24400.0,0,1
CUST100205,16000.0,15000.0,42500.0,0,2
CUST100206,2400.0,97300.0,15300.0,1,0
CUST100207,6500.0,25600.0,12000.0,2,1
CUST100208,6200.0,18800.0,68700.0,0,3
CUST100209,4100.0,36900.0,49400.0,0,1
CUST100210,8200.0,17000.0,33800.0,0,1
CUST100211,14000.0,33000.0,32200.0,0,0
CUST100212,34400.0,13200.0,25100.0,0,2
CUST100213,49200.0,16300.0,14700.0,0,0
CUST100214,34400.0,19700.0,25500.0,0,1
CUST100215,36700.0,23400.0,10500.0,0,3
CUST100216,67900.0,30500.0,41500.0,1,3
CUST100217,4400.0,15800.0,15700.0,0,1
CUST100218,30600.0,42200.0,40200.0,1,2
CUST100219,7000.0,38200.0,10600.0,1,5
CUST100220,41800.0,33300.0,95900.0,1,2
CUST100221,12200.0,26300.0,15600.0,1,2
CUST100222,28600.0,28300.0,8700.0,0,4
CUST100223,13700.0,46100.0,10800.0,1,1
CUST100224,4300.0,94900.0,15000.0,0,1
CUST100225,20500.0,11400.0,50700.0,1,1
CUST100226,11900.0,38900.0,11800.0,0,0
CUST100227,6800.0,96800.0,27800.0,0,1
CUST100228,31400.0,48700.0,19800.0,0,2
CUST100229,16400.0,18700.0,24900.0,1,1
CUST100230,4900.0,14000.0,34800.0,0,2
CUST100231,86500.0,20600.0,38500.0,0,0
CUST100232,67900.0,31500.0,9300.0,1,0
CUST100233,17700.0,12000.0,27700.0,1,1
CUST100234,15200.0,15200.0,10700.0,0,1
CUST100235,9900.0,27800.0,26700.0,1,1
CUST100236,4200.0,61800.0,54100.0,2,3
CUST100237,63500.0,48400.0,3800.0,0,1
CUST100238,13400.0,10300.0,23600.0,0,3
CUST100239,11500.0,61400.0,22100.0,1,1
CUST100240,48000.0,19500.0,14300.0,1,2
CUST100241,8100.0,25800.0,24200.0,0,3
CUST100242,17900.0,31300.0,16100.0,1,0
CUST100243,10000.0,31100.0,23800.0,0,2
CUST100244,18400.0,58900.0,22200.0,0,0
CUST100245,12700.0,31300.0,45000.0,0,0
CUST100246,6300.0,10700.0,44800.0,1,1
CUST100247,50500.0,15000.0,26100.0,1,3
CUST100248,44100.0,27000.0,66400.0,1,1
CUST100249,2900.0,56100.0,90600.0,1,4
CUST100250,3900.0,19800.0,22200.0,0,0
CUST100251,33400.0,14900.0,23200.0,0,0
CUST100252,12900.0,25100.0,18500.0,1,0
CUST100253,1400.0,77300.0,21400.0,1,2
CUST100254,36400.0,38600.0,29200.0,1,2
CUST100255,10500.0,14100.0,15400.0,0,3
CUST100256,3100.0,31300.0,58200.0,0,1
CUST100257,15200.0,28000.0,14000.0,1,0
CUST100258,56500.0,62400.0,25300.0,0,2
CUST100259,6000.0,12300.0,73600.0,0,2
CUST100260,21900.0,24100.0,67300.0,0,0
CUST100261,6100.0,28100.0,60100.0,2,1
CUST100262,25500.0,38000.0,16700.0,0,0
CUST100263,5600.0,19100.0,27100.0,2,2
CUST100264,10600.0,13700.0,25000.0,1,1
CUST100265,15200.0,29300.0,12100.0,0,0
CUST100266,18100.0,15100.0,43500.0,0,0
CUST100267,25400.0,16700.0,54600.0,0,1
CUST100268,14100.0,30400.0,20200.0,0,0
CUST100269,3600.0,26800.0,32600.0,0,1
CUST100270,33400.0,30900.0,39000.0,1,4
CUST100271,37800.0,27400.0,21600.0,1,2
CUST100272,4600.0,29800.0,7800.0,2,1
CUST100273,17300.0,8800.0,37300.0,0,2
CUST100274,8200.0,17500.0,41400.0,0,1
CUST100275,22500.0,40900.0,29000.0,0,1
CUST100276,2000.0,39700.0,29400.0,1,2
CUST100277,20100.0,36000.0,14900.0,0,2
CUST100278,19900.0,26500.0,33100.0,0,5
CUST100279,4900.0,28900.0,21900.0,0,3
CUST100280,8800.0,21400.0,24600.0,2,3
CUST100281,10200.0,77400.0,45800.0,0,1
CUST100282,70600.0,24800.0,26700.0,2,2
CUST100283,14400.0,33100.0,43700.0,0,1
CUST100284,11000.0,33300.0,19000.0,0,0
CUST100285,4200.0,26500.0,24300.0,0,1
CUST100286,20900.0,48900.0,29900.0,1,2
CUST100287,211400.0,66900.0,28300.0,0,1
CUST100288,9500.0,13000.0,5700.0,0,0
CUST100289,6000.0,26700.0,30400.0,0,5
CUST100290,28900.0,27000.0,19600.0,0,2
CUST100291,22900.0,23100.0,22400.0,1,1
CUST100292,51300.0,43000.0,59400.0,0,2
CUST100293,7800.0,40600.0,75000.0,1,2
CUST100294,2200.0,17800.0,35700.0,2,0
CUST100295,7800.0,64300.0,42200.0,1,0
CUST100296,16400.0,48800.0,25700.0,1,1
CUST100297,12000.0,22300.0,34500.0,0,1
CUST100298,57200.0,25200.0,26600.0,0,1
CUST100299,27200.0,30900.0,23200.0,0,2
CUST100300,295000.0,27300.0,19400.0,0,2
CUST100301,14300.0,21800.0,14900.0,0,0
CUST100302,80900.0,26400.0,11600.0,0,1
CUST100303,16100.0,29600.0,33700.0,0,1
CUST100304,27300.0,28200.0,23300.0,1,3
CUST100305,15600.0,12300.0,38800.0,0,1
CUST100306,9700.0,35300.0,47400.0,0,3
CUST100307,10200.0,30400.0,20300.0,1,2
CUST100308,27000.0,16000.0,34400.0,0,2
CUST100309,9200.0,29400.0,15000.0,0,2
CUST100310,2400.0,32600.0,41200.0,1,2
CUST100311,26100.0,25100.0,28600.0,0,2
CUST100312,4500.0,38100.0,54200.0,0,4
CUST100313,10400.0,30600.0,54100.0,1,0
CUST100314,53700.0,23200.0,31300.0,2,0
CUST100315,15100.0,41100.0,45800.0,1,1
CUST100316,2000.0,18200.0,17000.0,2,0
CUST100317,6300.0,31300.0,32900.0,0,2
CUST100318,7900.0,39700.0,31200.0,0,1
CUST100319,20300.0,45700.0,15800.0,0,0
CUST100320,17100.0,47200.0,23000.0,0,1
CUST100321,58600.0,12900.0,26800.0,0,1
CUST100322,4000.0,33400.0,23100.0,1,5
CUST100323,4500.0,13900.0,14800.0,1,3
CUST100324,19800.0,37700.0,59100.0,0,1
CUST100325,5900.0,79400.0,45000.0,1,3
CUST100326,11900.0,27500.0,42500.0,1,3
CUST100327,6800.0,36300.0,50100.0,1,1
CUST100328,14200.0,36700.0,37500.0,2,1
CUST100329,20500.0,31700.0,5100.0,0,2
CUST100330,20800.0,48800.0,133900.0,0,1
CUST100331,12900.0,31600.0,23700.0,0,0
CUST100332,3600.0,28100.0,36400.0,0,0
CUST100333,52600.0,22600.0,41100.0,1,0
CUST100334,25200.0,18300.0,9300.0,0,0
CUST100335,29800.0,32600.0,40200.0,1,0
CUST100336,3000.0,13600.0,20000.0,0,0
CUST100337,18100.0,57500.0,36600.0,0,3
CUST100338,1300.0,37800.0,38400.0,0,0
CUST100339,11300.0,21800.0,14300.0,0,0
CUST100340,30700.0,12500.0,43100.0,0,3
CUST100341,86200.0,39700.0,18400.0,1,1
CUST100342,11400.0,102000.0,32100.0,0,2
CUST100343,10400.0,33700.0,5800.0,1,0
CUST100344,47800.0,58800.0,9300.0,0,2
CUST100345,66300.0,22600.0,15800.0,0,0
CUST100346,2800.0,36300.0,7100.0,0,2
CUST100347,13400.0,25300.0,32800.0,0,0
CUST100348,53900.0,78600.0,11900.0,1,2
CUST100349,4100.0,39300.0,16400.0,1,0
CUST100350,10300.0,21700.0,24500.0,0,1
CUST100351,9600.0,51800.0,12700.0,0,1
CUST100352,7200.0,46400.0,32200.0,1,0
CUST100353,29400.0,15600.0,42500.0,2,1
CUST100354,33200.0,36700.0,15300.0,0,1
CUST100355,1500.0,7800.0,12900.0,0,1
CUST100356,3100.0,32800.0,29900.0,3,2
CUST100357,5300.0,25600.0,33200.0,0,2
CUST100358,8900.0,13300.0,31800.0,2,4
CUST100359,12000.0,32100.0,19400.0,1,2
CUST100360,150100.0,34200.0,50800.0,0,1
CUST100361,3700.0,13100.0,39100.0,0,1
CUST100362,29400.0,40200.0,11300.0,1,2
CUST100363,28000.0,24200.0,52700.0,0,1
CUST100364,8900.0,10500.0,40900.0,0,4
CUST100365,48500.0,27800.0,5500.0,0,2
CUST100366,7600.0,80800.0,34200.0,0,2
CUST100367,5700.0,56600.0,35500.0,1,2
CUST100368,10900.0,11500.0,10300.0,0,1
CUST100369,1400.0,24200.0,42900.0,0,1
CUST100370,17600.0,19400.0,9800.0,0,0
CUST100371,13000.0,4700.0,26800.0,0,2
CUST100372,4600.0,19200.0,8300.0,0,0
CUST100373,17600.0,22200.0,47200.0,0,2
CUST100374,3200.0,13200.0,9200.0,1,0
CUST100375,117900.0,44200.0,28800.0,1,3
CUST100376,62900.0,20400.0,22800.0,0,1
CUST100377,11400.0,43100.0,19900.0,0,4
CUST100378,16800.0,52400.0,33600.0,1,2
CUST100379,6300.0,21000.0,28300.0,0,0
CUST100380,2800.0,22200.0,22000.0,0,1
CUST100381,38900.0,24200.0,41000.0,1,1
CUST100382,68900.0,43400.0,34600.0,0,3
CUST100383,7100.0,25400.0,27000.0,0,4
CUST100384,7700.0,21700.0,5800.0,1,4
CUST100385,13200.0,87500.0,33800.0,1,0
CUST100386,20100.0,16300.0,22300.0,0,2
CUST100387,7600.0,38000.0,43800.0,0,0
CUST100388,29100.0,18100.0,49000.0,0,0
CUST100389,4800.0,11000.0,86300.0,0,2
CUST100390,12000.0,26400.0,19600.0,0,1
CUST100391,9300.0,13200.0,10700.0,1,2
CUST100392,3900.0,66300.0,49700.0,0,1
CUST100393,12600.0,21500.0,7800.0,0,1
CUST100394,28000.0,55800.0,14700.0,0,1
CUST100395,3900.0,22500.0,27200.0,0,0
CUST100396,2500.0,38600.0,23000.0,0,2
CUST100397,21900.0,21900.0,60600.0,0,0
CUST100398,91000.0,80800.0,47900.0,0,1
CUST100399,14500.0,28100.0,63600.0,0,1
CUST100400,10400.0,23000.0,33200.0,0,0
CUST100401,4500.0,18400.0,58100.0,1,2
CUST100402,5100.0,27000.0,13900.0,0,1
CUST100403,5500.0,42600.0,9800.0,0,5
CUST100404,2200.0,13700.0,24500.0,0,1
CUST100405,59600.0,45400.0,7400.0,0,0
CUST100406,43100.0,36100.0,34800.0,0,0
CUST100407,8500.0,25500.0,22600.0,0,1
CUST100408,5000.0,12900.0,47300.0,2,1
CUST100409,3500.0,30200.0,35400.0,0,2
CUST100410,11700.0,38700.0,30400.0,0,1
CUST100411,26700.0,22600.0,18600.0,1,3
CUST100412,21300.0,27900.0,24200.0,0,0
CUST100413,7200.0,25000.0,17300.0,0,2
CUST100414,21600.0,44400.0,66700.0,1,0
CUST100415,7900.0,31700.0,21200.0,0,1
CUST100416,18600.0,72000.0,19100.0,1,1
CUST100417,46900.0,9700.0,30600.0,0,0
CUST100418,39100.0,10000.0,28200.0,1,0
CUST100419,9000.0,17700.0,14900.0,0,1
CUST100420,3900.0,19200.0,35500.0,0,0
CUST100421,14500.0,61300.0,29500.0,0,1
CUST100422,25200.0,29300.0,17800.0,0,1
CUST100423,138100.0,13800.0,103600.0,0,1
CUST100424,24900.0,38700.0,8900.0,0,2
CUST100425,1600.0,71800.0,24200.0,0,1
CUST100426,12300.0,27900.0,79200.0,0,1
CUST100427,17400.0,29800.0,31900.0,2,1
CUST100428,29700.0,44600.0,30800.0,0,4
CUST100429,86700.0,14600.0,18100.0,0,2
CUST100430,31100.0,30800.0,16800.0,0,1
CUST100431,65700.0,24800.0,35800.0,1,1
CUST100432,3400.0,40300.0,24000.0,0,0
CUST100433,18800.0,60000.0,32800.0,0,2
CUST100434,9900.0,32600.0,38700.0,1,1
CUST100435,12600.0,23200.0,15800.0,1,2
CUST100436,7000.0,41900.0,25200.0,0,1
CUST100437,38700.0,43900.0,13900.0,0,2
CUST100438,36600.0,21900.0,17600.0,0,3
CUST100439,8500.0,36800.0,30300.0,0,3
CUST100440,45300.0,56300.0,15200.0,0,3
CUST100441,39000.0,29700.0,40000.0,0,1
CUST100442,6300.0,16800.0,18500.0,0,3
CUST100443,22200.0,28300.0,37300.0,0,1
CUST100444,30900.0,68600.0,32100.0,0,0
CUST100445,4700.0,17800.0,25000.0,0,1
CUST100446,8900.0,45000.0,27400.0,0,1
CUST100447,23700.0,49800.0,45600.0,0,1
CUST100448,1400.0,20200.0,16000.0,0,2
CUST100449,2600.0,75900.0,17700.0,0,3
CUST100450,3100.0,19500.0,39600.0,1,0
CUST100451,19100.0,18700.0,32400.0,0,2
CUST100452,2100.0,31300.0,59500.0,1,0
CUST100453,6800.0,26300.0,23300.0,0,5
CUST100454,30600.0,55700.0,41400.0,0,2
CUST100455,17700.0,24100.0,55000.0,0,2
CUST100456,14300.0,29600.0,62200.0,0,1
CUST100457,43300.0,31100.0,30000.0,0,0
CUST100458,869200.0,17700.0,7000.0,1,1
CUST100459,10600.0,33000.0,25300.0,0,2
CUST100460,7200.0,44000.0,66200.0,0,1
CUST100461,48000.0,51800.0,30400.0,1,1
CUST100462,27600.0,46400.0,14100.0,1,2
CUST100463,7700.0,49200.0,26800.0,1,1
CUST100464,5000.0,32700.0,23500.0,0,1
CUST100465,22300.0,16900.0,48400.0,0,2
CUST100466,9500.0,32800.0,7100.0,0,1
CUST100467,19700.0,18000.0,11800.0,2,1
CUST100468,3100.0,12400.0,14700.0,0,3
CUST100469,3200.0,23400.0,42800.0,0,3
CUST100470,10900.0,15600.0,20000.0,1,2
CUST100471,11600.0,36300.0,30700.0,0,0
CUST100472,9400.0,24300.0,19200.0,0,0
CUST100473,16300.0,7900.0,30400.0,1,2
CUST100474,23800.0,105600.0,62900.0,0,2
CUST100475,6700.0,24700.0,54200.0,0,1
CUST100476,5300.0,48800.0,49000.0,0,1
CUST100477,5200.0,75900.0,55000.0,1,1
CUST100478,13600.0,62800.0,11600.0,0,3
CUST100479,29800.0,16200.0,42600.0,0,1
CUST100480,26900.0,20000.0,32000.0,0,2
CUST100481,6000.0,49400.0,19300.0,0,1
CUST100482,40200.0,24900.0,12800.0,0,0
CUST100483,13900.0,8600.0,87200.0,0,6
CUST100484,9500.0,16400.0,20000.0,0,1
CUST100485,6400.0,15200.0,14900.0,0,0
CUST100486,4500.0,60800.0,61900.0,0,3
CUST100487,17200.0,23400.0,24800.0,0,3
CUST100488,18600.0,16300.0,38800.0,1,1
CUST100489,27000.0,42200.0,9100.0,1,1
CUST100490,2400.0,9400.0,9700.0,0,1
CUST100491,24700.0,42000.0,13500.0,1,2
CUST100492,3200.0,16300.0,27400.0,1,1
CUST100493,7100.0,33800.0,25900.0,0,2
CUST100494,15100.0,10500.0,8700.0,1,0
CUST100495,21400.0,17100.0,16600.0,0,2
CUST100496,5900.0,5900.0,15300.0,1,2
CUST100497,18900.0,68200.0,14500.0,1,5
CUST100498,73200.0,16500.0,24400.0,1,1
CUST100499,14700.0,36100.0,17600.0,1,4
CUST100500,31500.0,28300.0,19200.0,0,2
CUST100501,2400.0,27500.0,10200.0,0,2
CUST100502,14200.0,16900.0,18900.0,0,0
CUST100503,19700.0,49300.0,30000.0,0,1
CUST100504,1800.0,17100.0,22700.0,0,0
CUST100505,13600.0,25700.0,10600.0,0,1
CUST100506,3900.0,44600.0,33400.0,0,1
CUST100507,26400.0,10900.0,50300.0,1,0
CUST100508,20900.0,16900.0,16100.0,1,4
CUST100509,7500.0,23700.0,47300.0,0,1
CUST100510,10100.0,34100.0,16400.0,0,2
CUST100511,29900.0,45600.0,48900.0,0,3
CUST100512,8200.0,52900.0,22400.0,1,4
CUST100513,8800.0,26700.0,26500.0,1,2
CUST100514,13300.0,17900.0,32200.0,0,0
CUST100515,7600.0,22200.0,23100.0,2,3
CUST100516,21200.0,14500.0,17200.0,1,4
CUST100517,3300.0,27900.0,14700.0,1,1
CUST100518,12900.0,23800.0,16800.0,0,4
CUST100519,55500.0,21900.0,19200.0,0,2
CUST100520,26300.0,24100.0,16500.0,1,1
CUST100521,2300.0,20700.0,6200.0,1,3
CUST100522,9100.0,11700.0,15700.0,0,3
CUST100523,4000.0,52300.0,26700.0,0,4
CUST100524,1300.0,31600.0,39500.0,0,0
CUST100525,92700.0,26700.0,17300.0,0,2
CUST100526,27100.0,15600.0,24300.0,0,1
CUST100527,12400.0,11400.0,11100.0,0,4
CUST100528,23300.0,31300.0,33900.0,1,2
CUST100529,26600.0,47900.0,41400.0,1,4
CUST100530,46900.0,36800.0,46700.0,1,0
CUST100531,17300.0,65500.0,13700.0,0,0
CUST100532,36100.0,35600.0,61500.0,0,2
CUST100533,6000.0,28700.0,35600.0,0,1
CUST100534,7600.0,64300.0,41900.0,0,3
CUST100535,4200.0,27400.0,13900.0,0,2
CUST100536,17600.0,25400.0,80700.0,2,0
CUST100537,6400.0,16300.0,19300.0,0,2
CUST100538,10900.0,35400.0,9200.0,0,1
CUST100539,21900.0,39700.0,18900.0,1,2
CUST100540,9300.0,20600.0,18800.0,1,1
CUST100541,15900.0,25000.0,22600.0,0,1
CUST100542,7100.0,48700.0,30300.0,0,5
CUST100543,9500.0,25500.0,15400.0,0,2
CUST100544,2900.0,33400.0,14400.0,4,2
CUST100545,41100.0,27900.0,10900.0,0,0
CUST100546,8100.0,15000.0,19300.0,0,1
CUST100547,5300.0,30600.0,29900.0,0,2
CUST100548,24200.0,24100.0,16500.0,0,0
CUST100549,5700.0,20300.0,28100.0,1,0
CUST100550,53800.0,21200.0,18300.0,0,6
CUST100551,46600.0,10900.0,23100.0,1,2
CUST100552,8800.0,9400.0,11700.0,0,1
CUST100553,5100.0,38000.0,22400.0,0,2
CUST100554,7800.0,7000.0,18100.0,1,1
